ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language
1467,44,Male,Single,8481.947092,5/7/2022,9845.8,22.97,Doctorate,Uttarakhand,Engineer,policy5,Email,policy5,Group,Text,Text,Afternoon,Mandarin
1468,55,Female,Divorced,5881.638774,5/21/2009,34088.6,339.494,High School Diploma,Karnataka,Manager,policy1,Mobile App,policy5,Family,Phone,Email,Morning,German
1469,44,Female,Single,3646.754178,5/27/2015,47667.4,1120.082,Associate Degree,Assam,Lawyer,policy2,Phone,policy4,Family,Text,In-Person Meeting,Evening,English
1470,20,Male,Divorced,1516.26411,5/14/2023,23306.2,1042.441,Associate Degree,Manipur,Engineer,policy2,Mobile App,policy4,Business,Email,Text,Evening,English
1471,49,Female,Widowed,4548.869555,1/10/2017,24131.3,180.206,Master's Degree,Chhattisgarh,Entrepreneur,policy1,Phone,policy2,Business,Mail,Mail,Morning,French
1472,30,Male,Married,1466.422006,1/8/2025,46272.4,2287.148,Master's Degree,Mizoram,Lawyer,policy1,Email,policy4,Individual,Text,Text,Morning,English
1473,24,Male,Married,1837.853446,10/17/2023,21565.6,669.384,Bachelor's Degree,Puducherry,Teacher,policy3,Phone,policy5,Family,Email,In-Person Meeting,Afternoon,German
1474,26,Male,Married,2575.178383,10/10/2024,11147.6,457.102,Bachelor's Degree,Tripura,Entrepreneur,policy1,In-Person,policy2,Group,Phone,Phone,Evening,Spanish
1475,25,Male,Divorced,9559.036548,7/1/2023,43035.5,61.614,Doctorate,Chhattisgarh,Salesperson,policy3,Email,policy3,Group,Mail,Phone,Weekends,French
1476,41,Male,Married,3213.320424,12/28/2017,47754,614.118,Associate Degree,Maharashtra,Entrepreneur,policy1,Mobile App,policy1,Group,In-Person Meeting,In-Person Meeting,Evening,French
1477,34,Male,Married,1467.845539,8/27/2017,7164.4,188.241,Bachelor's Degree,Himachal Pradesh,Doctor,policy2,Phone,policy4,Group,Phone,Phone,Morning,French
1478,47,Male,Divorced,13718.25595,9/4/2020,9013.6,43.026,Doctorate,Uttarakhand,Lawyer,policy3,Mobile App,policy3,Individual,Mail,Phone,Weekends,Spanish
1479,45,Female,Single,9326.33401,11/7/2020,40806.2,200.935,Associate Degree,Himachal Pradesh,Entrepreneur,policy3,Chat,policy3,Individual,Text,Mail,Weekends,Spanish
1480,57,Female,Widowed,3425.772737,2/17/1983,19461.5,132.495,Doctorate,Manipur,Doctor,policy3,Mobile App,policy2,Group,Text,Mail,Weekends,German
1481,46,Male,Divorced,7941.633263,3/26/2022,34336.2,132.868,Associate Degree,Himachal Pradesh,Nurse,policy3,Phone,policy5,Business,Mail,Email,Anytime,German
1482,48,Female,Single,7222.738061,1/29/2021,30070.3,82.008,High School Diploma,Karnataka,Manager,policy3,Chat,policy2,Business,Text,Email,Afternoon,German
1483,44,Female,Married,2525.995212,11/11/2019,8777.2,104.434,Associate Degree,Madhya Pradesh,Artist,policy2,Mobile App,policy3,Group,Phone,Email,Evening,Spanish
1484,37,Male,Married,6571.455671,5/1/2016,44758.4,273.537,Associate Degree,Goa,Salesperson,policy4,Chat,policy1,Group,Mail,Text,Morning,French
1485,20,Male,Single,2309.49861,2/10/2024,19323.3,764.887,Associate Degree,Haryana,Lawyer,policy1,Mobile App,policy2,Business,Mail,In-Person Meeting,Weekends,French
1486,21,Female,Married,2077.862859,10/14/2023,17162.6,677.653,High School Diploma,Telangana,Manager,policy1,Mobile App,policy5,Business,Email,In-Person Meeting,Weekends,French
1487,32,Male,Divorced,10791.0256,6/17/2023,33251.6,102.502,Associate Degree,Chhattisgarh,Nurse,policy3,Chat,policy2,Group,Text,Email,Morning,German
1488,20,Male,Married,2205.324846,10/2/2022,43726.1,1906.15,Master's Degree,Mizoram,Artist,policy5,In-Person,policy2,Business,In-Person Meeting,Mail,Evening,Mandarin
1489,49,Female,Married,5538.958852,4/11/1985,16560,120.781,Doctorate,Gujarat,Manager,policy1,Phone,policy5,Business,Email,Email,Weekends,English
1490,20,Female,Single,1774.531815,4/24/2023,5154.2,212.125,High School Diploma,Bihar,Teacher,policy5,Chat,policy2,Family,Text,Text,Weekends,German
1491,49,Female,Widowed,5687.11169,2/21/1986,43535,292.065,High School Diploma,Madhya Pradesh,Manager,policy5,Mobile App,policy5,Family,Mail,In-Person Meeting,Afternoon,German
1492,44,Male,Married,5581.281241,11/21/2017,9969.9,96.48,Associate Degree,Uttar Pradesh,Salesperson,policy1,In-Person,policy5,Individual,Mail,Phone,Morning,German
1493,26,Female,Divorced,1833.795132,11/1/2022,24993.8,969.515,Bachelor's Degree,Lakshadweep,Doctor,policy4,In-Person,policy4,Business,Mail,Mail,Afternoon,English
1494,34,Female,Divorced,2682.9809,2/8/2016,44480.5,1222.388,High School Diploma,Himachal Pradesh,Artist,policy3,Mobile App,policy1,Family,Mail,Phone,Anytime,English
1495,34,Female,Divorced,4024.598702,7/6/2019,32016,340.486,High School Diploma,Sikkim,Artist,policy3,Phone,policy3,Family,Email,Email,Morning,German
1496,34,Female,Married,3841.446863,10/24/2023,12687.2,303.212,Bachelor's Degree,Andhra Pradesh,Entrepreneur,policy3,In-Person,policy1,Group,Text,In-Person Meeting,Afternoon,English
1497,44,Female,Widowed,6111.559882,5/27/1981,17116.9,116.918,Doctorate,Haryana,Teacher,policy2,Email,policy3,Business,Email,Text,Weekends,Spanish
1498,26,Male,Single,1964.319025,8/21/2023,17240.2,521.01,Master's Degree,Bihar,Artist,policy3,In-Person,policy5,Group,Text,Mail,Weekends,German
1499,45,Female,Married,2602.902149,5/28/2023,29106,742.345,Doctorate,Odisha,Artist,policy3,In-Person,policy2,Family,Mail,Email,Afternoon,Mandarin
1500,31,Male,Married,1817.435821,11/27/2024,18137.3,556.163,Bachelor's Degree,Daman and Diu,Entrepreneur,policy3,Mobile App,policy5,Family,Mail,Phone,Anytime,French
1501,47,Female,Married,1950.968337,1/11/2018,6899,169.491,Master's Degree,Sikkim,Salesperson,policy2,Phone,policy1,Group,Text,Mail,Evening,Mandarin
1502,44,Male,Single,5940.54622,8/31/2021,33899.9,122.267,Doctorate,Dadra and Nagar Haveli,Artist,policy5,Phone,policy3,Group,Phone,In-Person Meeting,Afternoon,German
1503,37,Female,Single,11742.30993,9/20/2021,19435.2,65.361,Associate Degree,Dadra and Nagar Haveli,Doctor,policy2,In-Person,policy2,Family,In-Person Meeting,Phone,Morning,French
1504,47,Female,Single,7463.249127,11/23/2023,24998.8,35.55,Master's Degree,Sikkim,Nurse,policy1,Mobile App,policy5,Individual,In-Person Meeting,In-Person Meeting,Afternoon,English
1505,30,Male,Single,9664.331205,4/15/2022,45652.9,48.545,Associate Degree,Delhi,Entrepreneur,policy5,In-Person,policy2,Individual,Email,Mail,Weekends,French
1506,45,Female,Married,5701.013732,1/14/2002,34527.6,332.378,Master's Degree,Haryana,Doctor,policy5,Email,policy2,Individual,In-Person Meeting,Email,Weekends,Spanish
1507,45,Female,Divorced,6115.135265,10/18/2023,11643.3,39.097,Associate Degree,Goa,Entrepreneur,policy5,Phone,policy5,Business,In-Person Meeting,Text,Evening,Mandarin
1508,31,Female,Married,2284.466629,1/12/2023,19308.7,916.516,Doctorate,Gujarat,Entrepreneur,policy5,In-Person,policy4,Family,Email,Phone,Afternoon,Mandarin
1509,21,Male,Divorced,1797.775376,2/9/2023,18505.9,691.575,Associate Degree,Himachal Pradesh,Lawyer,policy5,Phone,policy5,Family,Email,Mail,Evening,French
1510,31,Male,Married,1858.774194,10/18/2024,13407.6,596.461,Bachelor's Degree,Telangana,Doctor,policy2,Mobile App,policy4,Family,Phone,In-Person Meeting,Weekends,French
1511,55,Female,Married,7111.804416,8/1/1981,40333,327.102,Master's Degree,Goa,Teacher,policy1,Phone,policy1,Family,Text,Text,Morning,French
1512,29,Female,Single,1710.46436,4/10/2023,21822.9,913.248,Bachelor's Degree,Himachal Pradesh,Manager,policy3,In-Person,policy1,Family,Mail,Email,Weekends,French
1513,35,Female,Married,2999.140813,10/28/2020,32345.2,584.289,High School Diploma,Dadra and Nagar Haveli,Teacher,policy3,Phone,policy5,Individual,Phone,Text,Weekends,Mandarin
1514,38,Female,Married,2934.367466,4/8/2015,40689.8,524.149,Bachelor's Degree,Tripura,Salesperson,policy2,Email,policy5,Family,In-Person Meeting,In-Person Meeting,Morning,French
1515,61,Female,Widowed,4481.478292,3/7/2007,33280.3,226.094,High School Diploma,Karnataka,Manager,policy3,Phone,policy4,Group,Email,Mail,Anytime,German
1516,52,Female,Divorced,5541.20675,4/2/2013,34934,292.774,High School Diploma,Lakshadweep,Lawyer,policy1,Phone,policy2,Individual,In-Person Meeting,In-Person Meeting,Anytime,English
1517,43,Female,Divorced,7881.051102,11/6/2023,10870.6,15.356,Master's Degree,Punjab,Engineer,policy5,Email,policy1,Group,Email,In-Person Meeting,Anytime,French
1518,60,Female,Widowed,3671.777044,1/11/2001,10467.5,74.834,Doctorate,Uttarakhand,Entrepreneur,policy3,Chat,policy2,Group,Text,Mail,Evening,French
1519,35,Female,Divorced,10461.15843,12/29/2020,11750.7,28.911,High School Diploma,Arunachal Pradesh,Artist,policy3,Email,policy1,Group,Mail,Email,Weekends,French
1520,35,Male,Single,10714.32484,2/20/2021,22816.8,49.283,High School Diploma,Uttarakhand,Teacher,policy5,In-Person,policy4,Business,In-Person Meeting,Email,Weekends,French
1521,32,Male,Separated,6734.83788,8/19/2022,43743.5,64.194,Doctorate,Rajasthan,Salesperson,policy5,Mobile App,policy5,Family,In-Person Meeting,Mail,Anytime,English
1522,28,Male,Single,4609.11773,1/20/2024,28161.5,90.819,Doctorate,Maharashtra,Doctor,policy2,Email,policy1,Family,Phone,Mail,Morning,English
1523,46,Male,Married,4099.350583,6/11/2017,23217,315.452,Doctorate,Himachal Pradesh,Lawyer,policy2,Mobile App,policy1,Group,Email,In-Person Meeting,Afternoon,French
1524,44,Male,Divorced,8152.500917,1/7/2022,41311.4,90.047,Doctorate,Assam,Manager,policy2,Chat,policy1,Group,Text,Text,Morning,German
1525,47,Female,Married,5405.614705,4/9/2019,24951.9,213.794,Bachelor's Degree,Madhya Pradesh,Doctor,policy5,Chat,policy3,Family,Text,In-Person Meeting,Weekends,German
1526,22,Female,Single,1319.678861,3/21/2024,23534,854.421,Doctorate,Sikkim,Nurse,policy2,Phone,policy2,Business,Phone,Phone,Evening,German
1527,44,Female,Married,1306.504454,11/27/2015,34392.5,788.087,High School Diploma,Daman and Diu,Doctor,policy1,Mobile App,policy4,Group,In-Person Meeting,In-Person Meeting,Evening,Spanish
1528,49,Female,Married,2856.323693,6/28/2009,25872.6,156.095,Associate Degree,Manipur,Entrepreneur,policy1,Chat,policy1,Group,Text,Mail,Weekends,German
1529,37,Female,Single,9020.618538,2/22/2021,46033.4,60.761,Doctorate,Chhattisgarh,Engineer,policy2,Chat,policy3,Group,Phone,Text,Evening,German
1530,42,Female,Married,2495.60588,6/28/2015,46756.7,924.079,High School Diploma,Uttarakhand,Entrepreneur,policy1,In-Person,policy3,Family,Mail,In-Person Meeting,Weekends,Mandarin
1531,57,Male,Married,5237.546244,10/9/2001,29698.3,211.866,Doctorate,Bihar,Manager,policy1,In-Person,policy5,Business,Text,Text,Morning,German
1532,47,Female,Widowed,6550.833469,8/7/1992,16379.3,82.473,Doctorate,Andaman and Nicobar Islands,Entrepreneur,policy3,Mobile App,policy4,Business,Text,Phone,Morning,Mandarin
1533,53,Female,Married,3492.329566,11/3/1985,21399.1,155.84,Associate Degree,Meghalaya,Nurse,policy1,Chat,policy1,Group,Text,Email,Evening,German
1534,42,Male,Widowed,6268.615125,2/17/1989,17298.9,163.821,Bachelor's Degree,Manipur,Artist,policy3,Chat,policy1,Individual,Mail,Phone,Morning,French
1535,33,Male,Married,3576.59814,7/8/2023,8857.8,142.742,Doctorate,Himachal Pradesh,Nurse,policy4,Phone,policy3,Family,Text,Email,Evening,German
1536,43,Female,Divorced,3551.100406,9/6/2015,28656.2,748.299,Associate Degree,Andaman and Nicobar Islands,Engineer,policy5,Phone,policy1,Family,In-Person Meeting,In-Person Meeting,Anytime,French
1537,29,Male,Single,1768.102033,7/2/2024,28191.5,1033.501,Doctorate,Uttar Pradesh,Nurse,policy5,Mobile App,policy3,Business,In-Person Meeting,In-Person Meeting,Morning,Spanish
1538,20,Male,Divorced,1323.031705,11/24/2022,46036,1806.045,Doctorate,Uttarakhand,Entrepreneur,policy1,Email,policy5,Individual,Text,In-Person Meeting,Anytime,Mandarin
1539,62,Male,Widowed,5550.770007,9/19/1985,38324.5,306.712,Doctorate,Uttar Pradesh,Doctor,policy2,Chat,policy2,Family,Mail,In-Person Meeting,Afternoon,Mandarin
1540,46,Female,Married,3506.383925,11/24/2016,45082.6,1100.157,Associate Degree,Lakshadweep,Lawyer,policy2,Mobile App,policy2,Group,Text,Mail,Evening,Spanish
1541,21,Male,Single,2240.757209,9/23/2023,17195.8,569.264,High School Diploma,Telangana,Artist,policy3,Phone,policy5,Family,Text,Phone,Anytime,Mandarin
1542,42,Female,Divorced,3508.154344,10/29/2017,8659.3,115.988,Doctorate,Manipur,Doctor,policy3,Phone,policy1,Business,Mail,In-Person Meeting,Weekends,Spanish
1543,20,Female,Married,1125.875082,3/3/2025,34199.9,1057.284,High School Diploma,Tamil Nadu,Lawyer,policy3,In-Person,policy3,Individual,Email,Phone,Weekends,German
1544,40,Female,Married,3161.876941,12/9/2023,46123.6,1223.258,High School Diploma,Tripura,Teacher,policy1,In-Person,policy4,Family,Mail,Text,Morning,German
1545,32,Male,Single,9465.89593,9/29/2022,19509.3,52.157,High School Diploma,Manipur,Entrepreneur,policy2,Chat,policy1,Individual,In-Person Meeting,Mail,Afternoon,Spanish
1546,48,Male,Divorced,9981.284507,2/4/2023,33888.9,93.636,Doctorate,Bihar,Artist,policy4,In-Person,policy5,Family,In-Person Meeting,Phone,Evening,French
1547,49,Female,Separated,7910.791858,5/28/2022,37003.7,132.452,High School Diploma,Karnataka,Artist,policy2,In-Person,policy5,Business,Phone,Email,Weekends,French
1548,46,Female,Married,4068.31781,3/17/2017,42431.3,791.213,Doctorate,Bihar,Salesperson,policy1,Mobile App,policy4,Family,In-Person Meeting,In-Person Meeting,Weekends,Mandarin
1549,54,Male,Married,3462.717203,12/28/2020,18606.6,177.03,Master's Degree,Nagaland,Artist,policy5,Email,policy2,Individual,Phone,Email,Weekends,Spanish
1550,66,Female,Married,4059.46004,2/20/1993,19002.1,148.19,High School Diploma,Haryana,Artist,policy2,Phone,policy2,Family,Email,Phone,Morning,Spanish
1551,43,Female,Married,3498.43899,3/3/2016,44648.9,994.454,Associate Degree,Karnataka,Artist,policy3,In-Person,policy1,Family,Email,Email,Morning,German
1552,30,Male,Married,1717.759288,2/23/2024,38118.6,1516.241,Master's Degree,Jharkhand,Artist,policy5,Chat,policy2,Individual,In-Person Meeting,Mail,Evening,English
1553,26,Male,Divorced,10225.33127,3/28/2021,8438.1,33.066,Bachelor's Degree,Arunachal Pradesh,Engineer,policy4,Phone,policy5,Family,Mail,Mail,Weekends,French
1554,34,Male,Separated,6508.098864,7/2/2022,48024.6,187.023,High School Diploma,Chhattisgarh,Entrepreneur,policy3,Chat,policy4,Group,Text,Mail,Morning,Mandarin
1555,32,Male,Single,12859.42421,3/14/2024,32523.6,65.283,Associate Degree,Dadra and Nagar Haveli,Entrepreneur,policy1,Mobile App,policy2,Individual,Email,Text,Weekends,Mandarin
1556,64,Male,Married,5567.356803,7/10/1979,21640.5,160.479,Associate Degree,Andhra Pradesh,Lawyer,policy1,Mobile App,policy5,Individual,Phone,In-Person Meeting,Weekends,French
1557,47,Male,Single,10809.02143,10/18/2020,18522.2,85.739,Associate Degree,Gujarat,Engineer,policy2,Phone,policy1,Family,Email,Phone,Afternoon,Mandarin
1558,38,Female,Divorced,4352.929881,4/5/2018,20534.4,377.68,Associate Degree,Odisha,Doctor,policy2,Chat,policy2,Group,In-Person Meeting,Email,Evening,Mandarin
1559,28,Male,Married,1304.328228,8/19/2024,42696.5,1429.073,Doctorate,Puducherry,Doctor,policy1,In-Person,policy4,Family,Mail,In-Person Meeting,Morning,German
1560,31,Male,Married,1598.778915,11/23/2024,20882.3,729.671,Associate Degree,Bihar,Engineer,policy1,Email,policy2,Group,Email,Email,Anytime,Spanish
1561,36,Female,Married,3619.32509,2/16/2016,18657,219.55,High School Diploma,Punjab,Manager,policy1,Email,policy5,Group,Phone,Mail,Weekends,German
1562,46,Male,Divorced,10550.23674,8/25/2023,17814,85.549,Associate Degree,Lakshadweep,Entrepreneur,policy1,In-Person,policy5,Business,Mail,In-Person Meeting,Anytime,Mandarin
1563,40,Female,Divorced,6802.449866,2/11/2022,39824.9,150.778,Doctorate,Rajasthan,Artist,policy2,In-Person,policy5,Individual,Phone,In-Person Meeting,Weekends,German
1564,23,Female,Single,1956.108093,6/13/2023,32279.1,1115.859,High School Diploma,Haryana,Manager,policy1,In-Person,policy2,Business,Text,Mail,Weekends,Mandarin
1565,20,Male,Single,1918.202847,2/26/2025,21583.8,747.089,Associate Degree,Karnataka,Nurse,policy3,Chat,policy1,Family,In-Person Meeting,Phone,Morning,Spanish
1566,39,Male,Divorced,3461.019645,9/2/2020,32756.1,781.138,Master's Degree,Puducherry,Artist,policy3,In-Person,policy5,Family,Phone,Phone,Morning,English
1567,27,Male,Single,7124.053989,7/18/2023,40069.7,102.343,Associate Degree,Goa,Teacher,policy4,Phone,policy4,Family,Mail,Email,Morning,German
1568,26,Male,Married,8370.867338,2/1/2024,25219.9,35.695,Doctorate,Sikkim,Salesperson,policy3,In-Person,policy5,Family,Email,In-Person Meeting,Morning,Mandarin
1569,34,Female,Married,2407.094391,5/26/2021,19505.1,206.228,Associate Degree,Manipur,Artist,policy2,Phone,policy2,Group,Text,Email,Anytime,German
1570,50,Female,Single,8226.64872,2/10/2024,26611,94.532,Doctorate,Gujarat,Teacher,policy1,Chat,policy2,Family,Email,Text,Weekends,Spanish
1571,23,Male,Married,2030.382415,3/15/2023,18733.7,620.517,Associate Degree,West Bengal,Entrepreneur,policy3,Mobile App,policy2,Group,Text,In-Person Meeting,Anytime,Spanish
1572,27,Male,Married,1937.711863,7/21/2023,44407,1447.237,Doctorate,Chhattisgarh,Manager,policy3,Email,policy2,Group,Mail,Text,Weekends,English
1573,65,Female,Divorced,4893.006731,7/14/2012,6344,32.223,Doctorate,Chandigarh,Entrepreneur,policy3,Mobile App,policy3,Group,Phone,Mail,Weekends,Spanish
1574,22,Female,Married,1249.983327,10/1/2024,12576.6,381.794,Associate Degree,Lakshadweep,Salesperson,policy1,Phone,policy2,Group,Email,In-Person Meeting,Morning,Spanish
1575,34,Male,Married,2497.221043,9/8/2019,26295.4,410.524,Bachelor's Degree,Sikkim,Doctor,policy5,Mobile App,policy5,Group,Phone,In-Person Meeting,Afternoon,French
1576,47,Male,Married,4917.573258,8/24/2000,23753.5,201.651,High School Diploma,Nagaland,Engineer,policy2,Chat,policy3,Business,Mail,Email,Anytime,French
1577,57,Male,Married,4267.038105,6/18/2017,26004.7,168.329,Associate Degree,Nagaland,Entrepreneur,policy2,Chat,policy3,Business,Email,Phone,Afternoon,French
1578,54,Female,Married,4748.583788,12/27/1982,24237.6,149.891,Associate Degree,Delhi,Nurse,policy3,Phone,policy2,Individual,Text,Email,Morning,French
1579,49,Female,Married,4310.378077,8/21/2022,20929.2,414.144,Master's Degree,Daman and Diu,Teacher,policy2,Chat,policy5,Family,Mail,Mail,Anytime,Spanish
1580,42,Male,Divorced,12001.92118,9/2/2022,28391.3,29.975,Bachelor's Degree,Maharashtra,Salesperson,policy4,Chat,policy2,Individual,Text,Phone,Weekends,English
1581,45,Male,Divorced,9621.231223,2/24/2021,30523.3,138.374,Doctorate,Gujarat,Engineer,policy2,Mobile App,policy3,Business,Text,Text,Morning,German
1582,39,Female,Married,1987.37901,2/10/2023,28410.4,382.686,High School Diploma,Rajasthan,Lawyer,policy4,Chat,policy3,Family,Mail,Email,Evening,French
1583,38,Male,Single,6064.57162,4/1/2024,11130.5,12.109,Associate Degree,Delhi,Salesperson,policy4,Chat,policy5,Group,Phone,Email,Morning,German
1584,44,Male,Divorced,8014.075924,4/20/2021,43528.9,155.581,Master's Degree,Nagaland,Entrepreneur,policy1,Mobile App,policy1,Family,In-Person Meeting,Phone,Afternoon,Spanish
1585,46,Male,Married,6477.885641,12/11/2005,17065.4,94.096,Bachelor's Degree,Rajasthan,Teacher,policy2,In-Person,policy1,Family,Mail,Email,Anytime,Spanish
1586,54,Female,Divorced,5310.373881,10/1/1976,37792,253.83,High School Diploma,Arunachal Pradesh,Salesperson,policy3,In-Person,policy1,Family,Text,In-Person Meeting,Weekends,Mandarin
1587,35,Female,Married,3926.762806,1/30/2016,44185.8,905.575,Bachelor's Degree,Puducherry,Nurse,policy4,In-Person,policy3,Family,In-Person Meeting,Email,Weekends,Spanish
